0,Iwo,Parafiniuk,96091688838,pl. Poziomkowa 288 01-176 Krotoszyn,nawojanastazja@example.com,+48 661 644 077
1,Tymon,Boś,89080543720,al. Wolności 00 49-727 Suwałki,uszok@example.net,+48 694 434 838
2,Natasza,Garncarek,23292726119,pl. Krótka 17 55-929 Głogów,nikodemnurkiewicz@example.com,+48 32 710 53 82
3,Lidia,Chachuła,10261991889,ul. Nowa 58/27 22-329 Koszalin,wkieloch@example.net,601 964 627
4,Anastazja,Duniec,83051580457,al. Kazimierza Wielkiego 781 26-785 Wągrowiec,bdanisz@example.org,+48 32 293 74 40
5,Aleks,Cieloch,70012466004,pl. Dworska 65 75-715 Jasło,jozefdrewniok@example.com,22 465 69 05
6,Jędrzej,Jażdżyk,17221461552,pl. Wybickiego 16 95-950 Ostrowiec Świętokrzyski,anastazjastachewicz@example.com,536 515 658
7,Bianka,Grzeszkowiak,15272540279,ulica Królewska 17 51-711 Rzeszów,oskarprzeklasa@example.org,796 180 397
8,Maciej,Foremniak,20310126267,al. Stefana Batorego 84 09-554 Mikołów,szymonbartkowicz@example.com,+48 666 589 937
9,Sylwia,Fitas,12222661734,ul. Zakole 54 82-904 Gniezno,fudalejkrystian@example.org,+48 693 657 861
10,Tymoteusz,Misiejuk,89021406147,plac Bydgoska 05 06-397 Otwock,olga13@example.org,661 067 627
11,Radosław,Rut,96091555068,ulica Sokola 30 61-607 Katowice,ryszard42@example.net,508 940 513
12,Stefan,Lewicz,21211793840,al. Grunwaldzka 42 13-762 Pruszcz Gdański,alex75@example.org,+48 518 560 406
13,Miłosz,Ryznar,76061274474,aleja Klonowa 50/99 81-547 Płońsk,stefan44@example.com,784 651 579
14,Ada,Bender,12320743824,plac Solidarnosci 39/67 82-591 Lublin,alex35@example.net,+48 796 857 694
15,Oliwier,Filusz,78050659376,ulica Rejtana 12 59-681 Tczew,aureliasapala@example.net,511 160 835
