1,Toy Story (1995),Eryk Dumała,9109250915700,1995,1.0
2,Jumanji (1995),Nataniel Jama,5917921596411,2019,1.0
3,Grumpier Old Men (1995),Angelika Sadlik,6961694080242,1981,1.0
4,Waiting to Exhale (1995),Sylwia Lament,5783679806491,1975,1.0
5,Father of the Bride Part II (1995),Nicole Lewek,7455463909106,2006,1.0
6,Heat (1995),Elżbieta Romejko,4213126870296,1984,1.0
7,Sabrina (1995),Aniela Chaberek,6989021374332,1991,1.0
8,Tom and Huck (1995),Maurycy Brzeźniak,4801135262463,1970,1.0
10,GoldenEye (1995),Ryszard Giel,9708779118828,1985,1.0
11,American President The (1995),Olga Ścibisz,8126784717656,2007,1.0
12,Dracula: Dead and Loving It (1995),Ksawery Mueller,4361883416914,2011,1.0
13,Balto (1995),Gustaw Matacz,5436856693372,1997,1.0
15,Cutthroat Island (1995),Iwo Klisz,9552563680491,1972,1.0
16,Casino (1995),Anna Maria Gebauer,4568416318612,2014,1.0
17,Sense and Sensibility (1995),Julian Smalec,4533013059257,1995,1.0
18,Four Rooms (1995),Artur Zyguła,4210186377314,1983,1.0
19,Ace Ventura: When Nature Calls (1995),Tola Fijałek,7094957432225,1985,1.0
21,Get Shorty (1995),Adrian Hamrol,8213484003665,1998,1.0
22,Copycat (1995),Cyprian Sulich,4248227962082,2015,1.0
23,Assassins (1995),Leon Niećko,4131858139563,2012,1.0
24,Powder (1995),Józef Wisz,9489258423927,1996,1.0
25,Leaving Las Vegas (1995),Gabriel Wiese,8772915791067,2007,1.0
26,Othello (1995),Sebastian Siemion,5794625440960,1976,1.0
27,Now and Then (1995),Olga Chodak,9092173115260,1980,1.0
28,Persuasion (1995),Marcin Kopik,9029613423276,1999,1.0
29,City of Lost Children The (Cité des enfants perdus La) (1995),Adrianna Koziatek,4622092291675,1991,1.0
31,Dangerous Minds (1995),Damian Zbiciak,5969459340447,1982,1.0
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Aleks Markiel,5555609433386,2004,1.0
34,Babe (1995),Krzysztof Wawryniuk,9760142114985,2008,1.0
36,Dead Man Walking (1995),Malwina Smolec,4839946561581,2016,1.0
38,It Takes Two (1995),Cyprian Budych,8511403187895,1981,1.0
39,Clueless (1995),Bianka Frukacz,8164728033671,2018,1.0
41,Richard III (1995),Marcin Garczyk,7398598242192,2015,1.0
43,Restoration (1995),Ida Palica,6504359014641,1996,1.0
44,Mortal Kombat (1995),Igor Westfal,6023703704336,1970,1.0
45,To Die For (1995),Dagmara Łodej,5436181600123,2015,1.0
46,How to Make an American Quilt (1995),Leon Gabrych,7415108741022,1980,1.0
47,Seven (a.k.a. Se7en) (1995),Liwia Wołczyk,4539138619941,2001,1.0
48,Pocahontas (1995),Szymon Obiała,7829485692973,2012,1.0
50,Usual Suspects The (1995),Albert Wawrzonek,4567321933734,1999,1.0
52,Mighty Aphrodite (1995),Bruno Baka,6592404448587,2014,1.0
54,Big Green The (1995),Józef Melaniuk,5784681122028,2013,1.0
57,Home for the Holidays (1995),Marcin Janiuk,6274611346894,1974,1.0
58,Postman The (Postino Il) (1994),Adrianna Klęk,8683831430629,1974,1.0
60,Indian in the Cupboard The (1995),Liwia Poczta,7346892380589,2010,1.0
61,Eye for an Eye (1996),Borys Bakalarczyk,8755342971674,1975,1.0
62,Mr. Holland's Opus (1995),Nela Bejger,7880605506975,2019,1.0
64,Two if by Sea (1996),Olgierd Kubaczyk,8214526348720,1979,1.0
65,Bio-Dome (1996),Antoni Laszuk,4623148853273,2014,1.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Wojciech Uryga,9937038874782,1984,1.0
69,Friday (1995),Sebastian Trochimiuk,8396685781488,1983,1.0
70,From Dusk Till Dawn (1996),Adam Pieczyrak,7971379436569,1989,1.0
74,Bed of Roses (1996),Aniela Basista,4825624139304,2001,1.0
76,Screamers (1995),Witold Bajak,5599592094276,1983,1.0
78,Crossing Guard The (1995),Witold Wojniak,9168439549186,2011,1.0
79,Juror The (1996),Karol Kunka,4327019823975,1986,1.0
82,Antonia's Line (Antonia) (1995),Kamil Kozok,5818424538855,2000,1.0
86,White Squall (1996),Kornelia Pałac,7093144686667,2005,1.0
87,Dunston Checks In (1996),Aurelia Borkowicz,5062732325626,2001,1.0
88,Black Sheep (1996),Kamila Jama,7414845664685,2018,1.0
89,Nick of Time (1995),Karina Potaczek,7035459362857,1990,1.0
92,Mary Reilly (1996),Daniel Matulewicz,8188034399395,1982,1.0
93,Vampire in Brooklyn (1995),Anna Maria Pawlukiewicz,5408682222057,1987,1.0
94,Beautiful Girls (1996),Alex Łaszcz,9144397315731,1977,1.0
95,Broken Arrow (1996),Igor Hulbój,8952113452793,1973,1.0
100,City Hall (1996),Apolonia Ważna,9433796529269,2004,1.0
101,Bottle Rocket (1996),Urszula Miśko,5049437370686,1976,1.0
102,Mr. Wrong (1996),Stanisław Bobik,7771731259838,1978,1.0
104,Happy Gilmore (1996),Bartek Melcer,8343603476735,1993,1.0
105,Bridges of Madison County The (1995),Tymon Gąsienica,5683599958254,1970,1.0
106,Nobody Loves Me (Keiner liebt mich) (1994),Daniel John,5999691389954,1972,1.0
107,Muppet Treasure Island (1996),Angelika Doroba,6601569795048,1985,1.0
110,Braveheart (1995),Juliusz Czapiga,7487881134191,1982,1.0
111,Taxi Driver (1976),Tadeusz Cichos,9904641731561,2008,1.0
112,Rumble in the Bronx (Hont faan kui) (1995),Bruno Morka,7534579916253,1971,1.0
113,Before and After (1996),Karol Krauz,8346912177723,2004,1.0
118,If Lucy Fell (1996),Marcelina Knych,7061469590177,2016,1.0
121,Boys of St. Vincent The (1992),Alan Araszkiewicz,5887729851554,1970,1.0
122,Boomerang (1992),Nicole Bender,7250635864629,1988,1.0
125,Flirting With Disaster (1996),Oskar Weremczuk,9850894996079,2019,1.0
126,NeverEnding Story III The (1994),Tola Suda,9832828518400,1981,1.0
135,Down Periscope (1996),Maciej Mitera,5331309377638,1981,1.0
140,Up Close and Personal (1996),Julianna Ostręga,8101079070733,2002,1.0
141,Birdcage The (1996),Jędrzej Woroch,5276709248958,2015,1.0
144,Brothers McMullen The (1995),Bartek Krzyszczak,5025350603122,2004,1.0
145,Bad Boys (1995),Kajetan Chylak,9366132147622,2000,1.0
146,Amazing Panda Adventure The (1995),Rafał Dawiec,8716616584753,1974,1.0
147,Basketball Diaries The (1995),Marika Betlej,6544070059244,2006,1.0
150,Apollo 13 (1995),Wojciech Anioła,5704341316439,1995,1.0
151,Rob Roy (1995),Sara Olszyna,6100900689373,1996,1.0
153,Batman Forever (1995),Rafał Kulis,8977373727906,1978,1.0
157,Canadian Bacon (1995),Cyprian Semenowicz,9840936232990,1984,1.0
158,Casper (1995),Rozalia Mieloch,9881882481126,1984,1.0
159,Clockers (1995),Ida Zastawny,6770160932129,2016,1.0
160,Congo (1995),Ksawery Politowicz,8985213691567,1972,1.0
161,Crimson Tide (1995),Arkadiusz Mordak,9576610063756,1988,1.0
162,Crumb (1994),Michał Sakwa,6185065440537,1995,1.0
163,Desperado (1995),Anastazja Ważna,7136031636117,1998,1.0
165,Die Hard: With a Vengeance (1995),Tola Siatka,8448742386518,1990,1.0
168,First Knight (1995),Sebastian Gapys,4075599697672,1990,1.0
170,Hackers (1995),Jakub Związek,8888771473078,1994,1.0
171,Jeffrey (1995),Stefan Wocial,4641878870714,2019,1.0
